Street,Lat,Lon
BAXTER ST,-73.99917277386886,40.71779760722503
BAY 10 ST,-74.01239974490203,40.60747025648742
BAY 11 ST,-74.01208889520746,40.606645844208174
BAY 13 ST,-74.01034183553818,40.60583598881637
BAY 14 ST,-74.00962501755974,40.60531673964161
BAY 16 ST,-74.00614086901774,40.60622350120802
BAY 17 ST,-74.00644402621866,40.60477413413666
BAY 19 ST,-74.00599531987807,40.60302209973552
BAY 20 ST,-74.00503603931777,40.60266012743819
BAY 22 ST,-74.00286706973282,40.602503252502835
BAY 23 ST,-74.00184947476927,40.60227423863803
BAY 24 ST,-73.76207529536069,40.60509864943695
BAY 25 ST,-73.91832281732556,40.602869558058586
BAY 26 ST,-73.99933711336071,40.60127110878508
BAY 27 ST,-73.76537372697479,40.605730508030724
BAY 28 ST,-73.93879415809987,40.60287149081504
BAY 29 ST,-73.99727139920398,40.59980749679955
BAY 30 ST,-73.76633844755044,40.601975173864
BAY 31 ST,-73.95871818234939,40.59952831422981
BAY 32 PL,-73.76978862034024,40.60367297271884
BAY 32 ST,-73.9370218482866,40.599379333228924
BAY 34 ST,-73.99347060778497,40.59763942787799
BAY 35 ST,-73.99288562359727,40.59707968261465
BAY 37 ST,-73.9907367263297,40.596780087043776
BAY 38 ST,-73.98988448617094,40.59648947952182
BAY 40 ST,-73.98912692703813,40.59490526098843
BAY 41 ST,-73.98877690626864,40.594112006337525
BAY 43 ST,-73.98801771035929,40.59262678147773
BAY 44 ST,-73.98895385771907,40.590607964415604
BAY 46 ST,-73.98711202259989,40.58996364564556
BAY 47 ST,-73.98696558481535,40.58896991688231
BAY 48 ST,-73.98902642221049,40.58633342778404
BAY 49 ST,-73.98657676873864,40.58720469598835
BAY 50 ST,-73.98601522557142,40.58656386121564
BAY 52 ST,-73.98747936847307,40.58343846775914
BAY 53 ST,-73.98746410541023,40.58288014875718
BAY 7 ST,-74.01360120161377,40.60972718730365
BAY 8 ST,-74.01357582314215,40.608612163305295
BAY AVE,-73.95351327504412,40.61597343578206
BAY CLIFF TER,-74.03032799104362,40.63773207664759
BAY CLUB DR,-73.78120598087744,40.77821671408123
BAY CT,-73.86612599744309,40.59739871251894
BAY PARK PLACE,-73.76681266763187,40.605505710529535
BAY PKWY,-73.98613998683645,40.609540044113686
BAY RIDGE AVE,-74.00950906912011,40.626494575837924
BAY RIDGE PKWY,-74.0103700666226,40.62166998185079
BAY RIDGE PL,-74.02811810050041,40.635823909804095
BAY SHORE AVENUE,-73.81656452860395,40.84727509958424
BAY ST,-74.01814992592958,40.66054721403587
BAY ST  LANDING,-74.07443256789615,40.638489315649295
BAY TER,-74.13604682230633,40.5545735640442
BAY VIEW AVE,-73.92705254408494,40.68254299269395
BAY VIEW PL,-73.90818319481039,40.64312917486855
BAYARD ST,-74.00399443526946,40.689629220297824
BAYCHESTER AVE,-73.84154741471201,40.88878302875123
BAYFIELD AVE,-73.79819853600534,40.59891207001483
BAYONNE CT,-74.14157925972265,40.63812629884362
BAYPORT PL,-73.75051974897258,40.605348173076244
BAYSIDE,-73.9159863367451,40.56266998435152
BAYSIDE AVE,-73.83157747994454,40.73300304844407
BAYSIDE DR,-73.89184187154257,40.567007749314406
BAYSIDE LN,-73.93738281050851,40.684695322590535
BAYSIDE ST,-73.90311729491428,40.58634725106516
BAYSWATER AVE,-73.7653998017601,40.606835743448976
BAYVIEW,-73.91949774306211,40.561326508957315
BAYVIEW AVE,-74.0215088299117,40.58897652505708
BAYVIEW LN,-74.20406318596399,40.51629063535073
BAYVIEW PL,-74.08337101982178,40.63432348826193
BAYVIEW TER,-74.16538576854087,40.52619723307147
BAYWATER CT,-73.76669465993248,40.612995991724254
BAYWAY,-73.9221872821026,40.561145526544095
BCH 100 ST,-73.82131715869343,40.584169580730844
BCH 101 ST,-73.82220003981438,40.584638610004035
BCH 102 ST,-73.82321251441134,40.58444950880387
BCH 104 ST,-73.82556327096839,40.58408235342037
BCH 105 ST,-73.82545005766335,40.58188960096413
BCH 108 ST,-73.82975622580506,40.581040248113894
BCH 109 ST,-73.83014786269477,40.580508507496354
BCH 11 ST,-73.74643841251243,40.602319058566195
BCH 110 ST,-73.83179339940602,40.580498446249344
BCH 111 ST,-73.83201268408162,40.579730495101494
BCH 112 ST,-73.8334054885398,40.579960725738324
BCH 113 ST,-73.83412719614842,40.5797999723825
BCH 114 ST,-73.8350546235868,40.579684956384575
BCH 115 ST,-73.8357165823582,40.579306240112984
BCH 116 ST,-73.83733185895049,40.58000610663402
BCH 117 ST,-73.83813421435137,40.579606472492856
BCH 118 ST,-73.8389086245979,40.57919221012135
BCH 119 ST,-73.83990732249204,40.57919025276058
BCH 12 ST,-73.74700691151563,40.603732138748505
BCH 120 ST,-73.84067264383295,40.57889885686231
BCH 121 ST,-73.84162409017165,40.57876928788118
BCH 122 ST,-73.84256101974408,40.57868343551783
BCH 123 ST,-73.84350014545109,40.57861730249038
BCH 124 ST,-73.84453629137296,40.578688115883494
BCH 125 ST,-73.84538470818273,40.578501312722345
BCH 126 ST,-73.84615381249297,40.578072425537535
BCH 127 ST,-73.84698006811756,40.57771969569844
BCH 128 ST,-73.84809850797663,40.57789552791168
BCH 129 ST,-73.84912723649256,40.57789560540275
BCH 13 ST,-73.74710780421081,40.59820398266054
BCH 130 ST,-73.84998082704192,40.577676352655644
BCH 131 ST,-73.85069540954476,40.577206678591544
BCH 132 ST,-73.85151380026538,40.57692034140058
BCH 133 ST,-73.85225695773309,40.57651997685083
BCH 134 ST,-73.85305757021527,40.57622741291326
BCH 135 ST,-73.85362281058457,40.575459077649406
BCH 136 ST,-73.85462116234413,40.57550314971915
BCH 137 ST,-73.8553232240528,40.574982978835834
BCH 138 ST,-73.85612587407813,40.574680174162836
BCH 139 ST,-73.85677668075479,40.57413306823128
BCH 14 ST,-73.74816248600223,40.59693192487428
BCH 140 ST,-73.85760864655838,40.57385524298438
BCH 141 ST,-73.85846474410391,40.57364122948783
BCH 142 ST,-73.85920124911092,40.57319266805769
BCH 143 ST,-73.8601143179777,40.57296308814274
BCH 144 ST,-73.86083668760321,40.57251622906344
BCH 145 ST,-73.86177388196654,40.57240299251668
BCH 146 ST,-73.86233604662604,40.57160716923913
BCH 147 ST,-73.86298725674202,40.57092011207848
BCH 148 ST,-73.86384655634309,40.57061365718619
BCH 149 ST,-73.86456779128177,40.57016352847943
BCH 15 ST,-73.74892598723746,40.59784578879913
BCH 16 ST,-73.75020397513818,40.596865483908566
BCH 169 ST,-73.88168368065496,40.56607375855832
BCH 17 ST,-73.7507776099418,40.59734881041958
BCH 178 ST,-73.88935088631025,40.56633723944885
BCH 184 ST,-73.89461008181314,40.565310851553285
BCH 19 ST,-73.75257057736295,40.599128911632675
BCH 193 ST,-73.9019695943541,40.55773741357086
BCH 20 ST,-73.75367570792584,40.60059795001763
BCH 201 ST,-73.91090973413445,40.56264489390335
BCH 207 ST,-73.91596202107122,40.559275037519974
BCH 208 ST,-73.91587214940124,40.561484625681715
BCH 209 ST,-73.9176493539716,40.56088466246372
BCH 21 ST,-73.75494441191475,40.600714766813255
BCH 210 ST,-73.91990134517185,40.56035014685111
BCH 212 ST,-73.92133495081262,40.559301262622206
BCH 213 ST,-73.92225402840714,40.559150585166776
BCH 214 ST,-73.92317690009307,40.55553069784219
BCH 215 ST,-73.92416872566949,40.555545833597705
BCH 216 ST,-73.9250023371584,40.55687901074949
BCH 217 ST,-73.92608237955847,40.55544648201828
BCH 219 ST,-73.92759882928038,40.55607902408932
BCH 22 ST,-73.75575754940685,40.60100074620148
BCH 220 ST,-73.92844800736152,40.55559044459397
BCH 221 ST,-73.92930877291717,40.55534905420487
BCH 222 ST,-73.93000620384774,40.55513011651609
BCH 227 ST,-73.93186542603995,40.55206181530035
BCH 24 ST,-73.75779226770831,40.594476484476814
BCH 25 ST,-73.75912642579351,40.595875824745214
BCH 26 ST,-73.75921796090627,40.594143044741045
BCH 27 ST,-73.76011510035724,40.59495753948317
BCH 28 ST,-73.76147966334183,40.596985375786005
BCH 29 ST,-73.76217081133058,40.5959432555013
BCH 3 ST,-73.73884566917926,40.59575170581424
BCH 30 ST,-73.76294057282632,40.59591009067829
BCH 31 ST,-73.76377881293658,40.59511317483407
BCH 32 ST,-73.7644954770979,40.595529514516535
BCH 34 ST,-73.76656914723942,40.59453443475167
BCH 35 ST,-73.7679190604155,40.59659087233347
BCH 36 ST,-73.76888438955328,40.59671619322477
BCH 37 ST,-73.76978296346437,40.59651090129543
BCH 38 ST,-73.79567632774251,40.59358697068474
BCH 39 ST,-73.77133525783434,40.595240400893864
BCH 4 ST,-73.7395308624718,40.595309232761416
BCH 40 ST,-73.8103120132514,40.592028549464985
BCH 41 ST,-73.77289066853565,40.59489430139601
BCH 42 ST,-73.80887580070491,40.59165382405779
BCH 43 ST,-73.78230196325289,40.59650361317589
BCH 44 ST,-73.80243357790286,40.59371693349534
BCH 45 ST,-73.814716600431,40.5928030356559
BCH 46 ST,-73.85045707993056,40.589783221644176
BCH 47 ST,-73.82434132526583,40.59184949433637
BCH 48 ST,-73.8245652554504,40.59178464563021
BCH 49 ST,-74.011551347889,40.57831724597352
BCH 5 ST,-73.74024038388553,40.5954134026026
BCH 50 ST,-74.01101333420249,40.578872837627834
BCH 51 ST,-73.85845352014879,40.59062291168578
BCH 53 ST,-73.78355970971363,40.593113989828886
BCH 54 ST,-73.78464179811975,40.5945596046534
BCH 56 PL,-73.7868866401233,40.59035180336694
BCH 56 ST,-73.78586217974198,40.59363359400973
BCH 57 ST,-73.78726705487686,40.59380706023511
BCH 58 ST,-73.78736495291135,40.59598301196229
BCH 59 ST,-73.78858851779337,40.59081776699134
BCH 6 ST,-73.74085759671647,40.59702632542693
BCH 60 ST,-73.78955100869887,40.590683542444815
BCH 61 ST,-73.7903499525946,40.59042434720912
BCH 62 ST,-73.79121842804808,40.59037914520388
BCH 63 ST,-73.79262272494398,40.595115718605975
BCH 64 ST,-73.7935529103451,40.59580316538677
BCH 65 ST,-73.79447241115905,40.59568206518545
BCH 66 ST,-73.79537917540121,40.595064443830985
BCH 67 ST,-73.79639633688954,40.59516419749275
BCH 68 ST,-73.79743194065614,40.5952301966175
BCH 69 ST,-73.79835802607681,40.59482779107887
BCH 7 ST,-73.74239172085962,40.59868081978051
BCH 70 ST,-73.79897443046544,40.591726625131614
BCH 71 ST,-73.79917224972499,40.59172570895462
BCH 72 ST,-73.80087825274839,40.59507421978918
BCH 73 ST,-73.80132064002635,40.59037454442431
BCH 74 ST,-73.80207525765974,40.59014854873906
BCH 75 ST,-73.80303555038184,40.591542139571104
BCH 77 ST,-73.80440450276366,40.58901928562045
BCH 79 ST,-73.80516470492897,40.5893352196777
BCH 8 ST,-73.74331984452873,40.60063142284276
BCH 80 ST,-73.80656872206282,40.59045057154095
BCH 81 ST,-73.8070326573046,40.588879358593175
BCH 84 ST,-73.8099718900207,40.59126362425145
BCH 85 ST,-73.81106176790644,40.590702455518894
BCH 86 ST,-73.81156059282452,40.58954144019095
BCH 87 ST,-73.81249754504957,40.58951556273232
BCH 88 ST,-73.8133783088808,40.5889463004385
BCH 89 ST,-73.81422652385186,40.588934221263585
BCH 9 ST,-73.7454467545302,40.60241951560836
BCH 90 ST,-73.8141831703301,40.5874190456672
BCH 91 ST,-73.81472160247083,40.586809924154615
BCH 92 ST,-73.81542513517108,40.586534594352415
BCH 93 ST,-73.8149499501698,40.58468001933574
BCH 94 ST,-73.81623859527936,40.58591118076673
BCH 95 ST,-73.81704994827773,40.58492968536422
BCH 96 ST,-73.81779765233135,40.58483812144304
BCH 97 ST,-73.81857637468967,40.58464750298963
BCH 98 ST,-73.81947189770251,40.584481860078846
BCH 99 ST,-73.82033745060355,40.58423129568868
BCH BREEZE LN,-73.80369137121828,40.58935094563679
BCH BREEZE PL,-73.80285552688382,40.58945103440768
BCH CHANNEL DR,-73.79125277508548,40.594650859588086
BCH FRONT RD,-73.79419733566844,40.5881384412987
BCH RESERVATION,-74.01154082315124,40.57859964529102
BEACH AVE,-73.92636291953656,40.763519651950716
BEACH PL,-73.90210900047036,40.635025746465715
BEACH RD,-74.15635713005823,40.54121284178858
BEACH ST,-74.04305643909927,40.66286006178501
BEACH WAY,-73.79377207218933,40.588656119461554
BEACHVIEW AVE,-74.09776928768257,40.577857965354696
BEACON AVE,-74.12179402079985,40.578493373813814
BEACON CT,-73.92204939795322,40.590700598605785
BEACON LN,-73.8529715222361,40.80561682300081
BEACON PL,-73.98549089694886,40.58144863313193
BEADEL ST,-73.93716551805406,40.72184421081903
BEAK ST,-73.92670997235982,40.867514264551104
BEAMER CT,-74.15403318023695,40.634320597473426
BEAR ST,-74.09470812279656,40.59251186668844
BEARD ST,-74.09556652953592,40.62225979097437
BEATRICE CT,-73.76007078723836,40.60409105312671
BEAUMONT AVE,-73.88463456951077,40.85371007409056
BEAUMONT ST,-73.95124951292914,40.578485454570796
BEAVER PL,-73.92597591037091,40.67445558589367
BEAVER RD,-73.80182797384106,40.70036210598317
BEAVER ST,-73.96744717462526,40.7020301057159
BECK RD,-73.74270653466331,40.605550849904986
BECK ST,-73.89967569884364,40.8159045303414
BEDELL AVE,-74.23440397567542,40.51074475325149
BEDELL LN,-73.9106586266006,40.6437022344892
BEDELL ST,-73.81286701177947,40.66617756720002
BEDFORD AVE,-73.96055777811893,40.6394249827934
BEDFORD PARK BL  W,-73.89138039012926,40.874337005180905
BEDFORD PARK BLVD,-73.88640419035886,40.87051497018455
BEDFORD PL,-73.95425233135026,40.67969817207226
BEDFORD ST,-74.00455142909219,40.73086846968919
BEE CT,-74.166686892303,40.619312166645706
BEEBE ST,-74.10253932385857,40.60614590817863
BEECH AVE,-73.81591746662131,40.758102332359556
BEECH CT  CIRCLE,-73.84674860459927,40.786716726368674
BEECH PL,-73.80685271015697,40.81211091921927
BEECH TER,-73.91404344405548,40.80952031563742
BEECH TREE LN,-73.79891289628874,40.88451450729934
BEECHKNOLL AVE,-73.73503258195544,40.7672629496889
BEECHKNOLL RD,-73.83947131373962,40.71538459105485
BEECHWOOD AVE,-74.0847136608276,40.64285963486663
BEECHWOOD PL,-74.12057348736447,40.61418841096541
BEEKMAN AVE,-73.91396465570841,40.808635995369954
BEEKMAN CIR,-74.195275191188,40.553849294835054
BEEKMAN PL,-73.96380978577906,40.73102026016135
BEEKMAN ST,-74.081830202947,40.6630227779896
BEETHOVEN ST,-74.07076706188998,40.60841811399165
BEHAN CT,-74.12128890416588,40.570881287882855
BELAIR LN,-74.06698790987144,40.609562713145685
BELAIR RD,-74.06782223327615,40.60993866795744
BELDEN ST,-73.83467092400257,40.7968680631796
BELFAST AVE,-74.12501599811532,40.57166745336924
BELFIELD AVE,-74.19160010674396,40.546970187854356
BELKNAP ST,-73.75796950982952,40.674918424759475
BELL AVE,-73.83472110523111,40.891861923037936
BELL BLVD,-73.76899315018137,40.76216731889209
BELL POINT DR,-73.91454084224787,40.610318369531484
BELL SLIP,-73.95859587898667,40.73654168953002
BELL ST,-74.07671432539917,40.612841576208154
BELLAIRE PL,-73.74991030015669,40.7124077335296
BELLAMY LOOP,-73.82601498665932,40.87260332921447
BELLAVISTA CT,-74.07209142070597,40.60931256451686
BELLHAVEN PL,-74.1449906315326,40.6088743141404
BELMAR DR E,-74.15506650512587,40.58109808902776
BELMAR DR W,-74.1563171511998,40.58010541275717
BELMONT AVE,-73.88565613676698,40.72862281312204
BELMONT PL,-74.08055890961785,40.643496264484305
BELT PKWY,-73.90822889640866,40.59250221319664
BELVEDERE CT,-74.2318495447351,40.504357722543055
BELVIDERE ST,-73.9368766156264,40.698703937097704
BELWOOD LOOP,-74.22987494489475,40.50427618989622
BEMENT AVE,-74.11194553899401,40.632735804374015
BEMENT CT,-74.11224269465892,40.639736682642344
BENCHLEY PL,-73.82578429330796,40.874424704036954
BENEDICT AVE,-74.00844133129141,40.71596417290365
BENEDICT RD,-74.1075203138612,40.59538830324202
BENHAM ST,-73.87352891165621,40.7476579193365
BENJAMIN DR,-74.15959355995334,40.623093470077244
BENJAMIN PL,-74.16962519797306,40.63726205488158
BENNETT AVE,-74.04572192306173,40.71280458074164
BENNETT CT,-73.79169861104349,40.67275264569155
BENNETT PL,-74.1643173160358,40.528675885026594
BENNETT ST,-73.97864066311966,40.65267014751602
BENNINGTON ST,-74.15466212390702,40.54138933820067
BENSON AVE,-73.99960740709369,40.602580518402924
BENSON PL,-74.00310239699631,40.71663433767412
BENSON ST,-73.98800137469306,40.72457987327473
BENT ST,-74.17227719020354,40.54403536158218
BENTLEY LN,-74.24815798167408,40.50983527314121
BENTLEY RD,-73.74696115788383,40.65417264648526
BENTLEY ST,-74.25072224792119,40.51009148472121
BENTON AVE,-74.08609054173287,40.59180261489394
BENTON CT,-74.13616528713152,40.557961477779365
BENTON ST,-73.75713378351516,40.68422201173005
BENZIGER AVE,-74.08437299166111,40.63959038753704
BERESFORD AVE,-74.18899093623644,40.587949673144436
BERGEN AVE,-73.90867808990359,40.64094833372368
BERGEN BEACH PL,-73.91465612818436,40.62208397625833
BERGEN CT,-73.91088486763589,40.62504723065268
BERGEN CV,-73.9089441499447,40.62334019068575
BERGEN PL,-74.02809491358441,40.639454737787965
BERGEN ST,-73.95620042682091,40.678837794117136
BERGLUND AVE,-74.16793589704142,40.610084586512826
BERKELEY PL,-73.97584871726765,40.67539709330445
BERKLEY ST,-74.16519805550045,40.53940975643175
BERKSHIRE LN,-74.2210541438871,40.54489844505943
BERRIAN BLVD,-73.89415123141201,40.779458325078615
BERRIMAN ST,-73.87811531448817,40.669968062565054
BERRY AVE,-74.17466596289478,40.56067091221518
BERRY AVE W,-74.178920458626,40.560165064374075
BERRY CT,-74.21177671607809,40.54984815311245
BERRY ST,-73.96106940829145,40.71619626798278
BERT RD,-73.8202648737863,40.611973333033774
BERTHA PL,-74.09202487711319,40.62395470456165
BERTRAM AVE,-74.17643816904051,40.526577610899935
BERWICK PL,-74.10797884458327,40.62223045038778
BERWIN LN,-74.11653679275531,40.62599152578179
BESSEMER ST,-73.83619863136805,40.70206819943316
BESSEMUND AVE,-73.76551471500815,40.602875942227506
BETHEL AVE,-74.23673568959403,40.516407304843604
BETHEL LOOP,-73.88146475672625,40.651450946184106
BETHUNE ST,-74.00762122919402,40.73698768580549
BETTS AVE,-73.85034375404393,40.81086656913348
BETTY CT,-74.09102499005652,40.62666245172817
BEVERLEY RD,-73.94953380582248,40.645055453799756
BEVERLY AVE,-74.10288698442011,40.61885508894707
BEVERLY RD,-73.85191489711126,40.71523953832006
BEVY CT,-73.92776256013106,40.59390659250897
BEVY PL,-73.8034066151993,40.81038689564976
BIALYSTOKER PL,-73.98303799959614,40.71585267923317
BIANCA CT,-74.18412094013684,40.564637445804046
BIDWELL AVE,-74.13660827057801,40.61945651533629
BIJOU AVE,-73.93032553208198,40.594943464489994
BILLINGS PL,-73.97152019940097,40.60345855002144
BILLINGS ST,-74.02458737849467,40.62145917635286
BILLINGSLEY TER,-73.91700009609158,40.85363633143038
BILLIOU ST,-74.18928788772546,40.53097903683648
BILLOP AVE,-74.24062551327901,40.49979397139986
BILLS PL,-73.98283335897268,40.646265705472665
BIONIA AVE,-74.07434617035727,40.59508642164202
BIRCH AVE,-74.10370820847841,40.62657757235641
BIRCH LN,-74.19574542784301,40.55521875712137
BIRCH RD,-74.16457781018502,40.62424074020024
BIRCHALL AVE,-73.86844656434296,40.84896655069613
BIRCHARD AVE,-74.1350779534359,40.602787324438054
BIRDSALL AVE,-73.75395684268302,40.60720033465814
BIRMINGTON PKWY,-73.75637764408172,40.758235183621345
BISHOP ST,-74.12523218420418,40.57261627672201
BISMARK AVE,-74.08478553204004,40.63920841723263
BIVONA ST,-73.833116837961,40.882842299527766
BLACKFORD AVE,-74.1400366383714,40.632544066436914
BLACKHORSE CT,-74.13284194553835,40.572980957674496
BLACKROCK AVE,-73.85358921597025,40.82858387495135
BLACKSTONE AVE,-73.9104032048625,40.89569470168095
BLACKSTONE PL,-73.9110828311372,40.892852061361495
BLAINE CT,-74.11176830712259,40.625916059832925
BLAIR AVE,-73.80778019694202,40.82029283176337
BLAISE CT,-74.15385041918084,40.554507006756374
BLAKE AVE,-73.88666880338016,40.66903504864948
BLAKE CT,-73.95840629041273,40.584379784180804
BLAND PL,-74.18585631502722,40.5348677563757
BLEECKER ST,-73.94519009741238,40.71292873711424
BLEEKER PL,-74.16422034310989,40.60107483386083
BLISS TER,-74.03184848528244,40.63805629724973
BLOCK ST,-74.13012055585789,40.5558345305607
BLONDELL AVE,-73.84346309422838,40.843657977810665
BLOOMFIELD AVE,-74.18411409049274,40.612931625304505
BLOOMFIELD RD,-74.18833498343712,40.6091822035411
BLOOMINGDALE RD,-74.21818162772966,40.538842412289114
BLOSSOM AVE,-73.82921489510751,40.752610573912094
BLOSSOM LN,-74.23677048362437,40.50930994858805
BLUE HERON CT,-74.17756487073362,40.535574622692096
BLUE HERON DR,-74.16938019810172,40.53927412040736
BLUE SLIP,-73.959290653872,40.736548511842024
BLUEBERRY LN,-74.15973069033501,40.528753921522984
BLYTHE PL,-74.14008164473553,40.563770156446985
BOARDWALK,-73.97774525704693,40.573384373385
BOARDWALK  E,-73.96332364749304,40.5749849856318
BOARDWALK  W,-73.9840349710922,40.572815605829014
BOARDWALK AVE,-74.16307114781561,40.527080524478926
BOCCE CT,-74.24770662628735,40.511260159983664
BODINE ST,-74.12543775291319,40.63574747095506
BOELSEN CRES,-73.86157682699991,40.72317514416813
BOERUM PL,-73.99100753686407,40.68864032327691
BOERUM ST,-73.94034155249125,40.70615539111327
BOGARDUS PL,-73.92914053880236,40.85920926654387
BOGARDUS ST,-73.93542412504267,40.58361054268402
BOGART AVE,-73.85877146271635,40.849258905734764
BOGART ST,-73.93389488284193,40.706850222278305
BOGERT AVE,-74.11788594951207,40.60046861397339
BOGOTA ST,-74.14746242834632,40.58637857593359
BOKEE CT,-73.97265368967629,40.58463766107349
BOKER CT,-73.84736262191002,40.78683787174726
BOLIVAR ST,-74.11859315273064,40.602527521780736
BOLLER AVE,-73.83381511969242,40.877884311865046
BOLTON AVE,-73.85761067885542,40.81482199341623
BOLTON RD,-73.745016077557,40.607725223799676
BOLTON ST,-73.86869975850257,40.855361770802176
BOMBAY ST,-74.21333915817007,40.54527791688509
BOND ST,-74.0137213993967,40.680838943750445
BONNER PL,-73.91659092264854,40.827591706264485
BONNIE LN,-73.7865066491617,40.78603779042872
BOODY ST,-73.89775355854864,40.760580329562366
BOONE AVE,-73.88439570918923,40.83404228850208
BOONE ST,-74.13897719367179,40.601473268035676
BOOTH MEMORIAL AVE,-73.81711683369468,40.74439002107357
BOOTH ST,-73.86244973693742,40.728409975724986
BORAGE PL,-73.84083378930475,40.71656276945341
BORDEN AVE,-73.92936842328648,40.73478813420774
BORG CT,-74.13621891132564,40.627383795801755
BORINQUEN PL,-73.95252574899851,40.71078171899915
BORKEL PL,-73.73806100741676,40.7279962799582
BORMAN AVE,-74.15383903754676,40.5927788562102
BOROUGH PL,-73.94885507596028,40.73014358946068
BOSCOMBE AVE,-74.22880171275152,40.5244071990189
BOSS ST,-73.83642422626956,40.67643297403464
BOSTON RD,-73.86729685774269,40.858225116318415
BOSWORTH ST,-74.11193941989659,40.62650619708055
BOTANICAL SQ,-73.88196835787343,40.867640246064354
BOTANICAL SQ N,-73.88176294668828,40.86811167007822
BOUCK AVE,-73.8502318050458,40.86726669604922
BOUCK CT,-73.9733998320025,40.58876395569456
BOULDER ST,-74.19673742078439,40.54614760380701
BOULEVARD,-73.82799734707721,40.79159461571706
BOUNDARY AVE,-74.10035960396183,40.57788646842398
BOURTON ST,-73.8668727689483,40.725312845621694
BOUTON LN,-74.19563564982737,40.5448273571011
BOVANIZER ST,-74.16785374237973,40.541403567256395
BOW ST,-73.845498740975,40.71740926686938
BOWDEN ST,-74.10371900389995,40.58226802190022
BOWDOIN ST,-74.15723156040129,40.587278057214405
BOWEN ST,-74.08294438348891,40.615261275821275
BOWER CT,-74.2153625155181,40.550581895264216
BOWERY,-73.99379779358355,40.71606401753064
BOWLES AVE,-74.1468050574611,40.6272044780613
BOWLING GREEN,-74.01372142429392,40.70444490318571
BOWLING GRN  PLACE,-74.16619379130346,40.59533366765295
BOWNE ST,-73.8217229191666,40.767303526533105
BOX ST,-73.95449698333276,40.737353031822316
BOYCE AVE,-74.12760862325054,40.57150171060924
BOYD AVE,-73.85089341542813,40.89433130417679
BOYD ST,-74.07999269388041,40.626397356097534
BOYLAN ST,-74.17989291663368,40.56361086429432
BOYLE PL,-74.13137891168803,40.57655763706388
BOYLE ST,-74.1205560128886,40.58033321801386
BOYNTON AVE,-73.87805500003594,40.827910453542664
BOYNTON PL,-73.97655305072816,40.59055914275688
BOYNTON ST,-74.20671653751425,40.52642784498751
BRABANT ST,-74.1617090032729,40.63180207058944
BRAD LN,-74.16606372013779,40.61919909291411
BRADDOCK AVE,-73.73322933556459,40.72787517180203
BRADFORD AVE,-74.05093912072587,40.656491114267034
BRADFORD ST,-73.8911762283156,40.66924539302069
BRADHURST AVE,-73.94165643377305,40.82500550159829
BRADLEY AVE,-74.12048684822031,40.6134058257991
BRADLEY CT,-74.13209360597872,40.60073887517961
BRADY AVE,-73.86314488518508,40.852282093209524
BRAGG ST,-73.93500900985819,40.59484200839558
BRAISTED AVE,-74.15309668847685,40.589614598626866
BRANDIS AVE,-74.17121640906308,40.558143498464965
BRANDIS LN,-74.17192955179678,40.557744188389975
BRANDT PL,-73.91811584403322,40.84808399198491
BRANT,-73.91451112239044,40.556854437789404
BRANTON ST,-73.91935674280288,40.64582562854836
BRATTLE AVE,-73.72985620137906,40.76646494462158
BREEZY POINT BLVD,-73.92727354443338,40.555017427136974
BREHAUT AVE,-74.23931669747346,40.512487353722605
BRENTON PL,-74.1152614692542,40.61438774027577
BRENTWOOD AVE,-74.10300482870231,40.638619576972154
BREVOORT PL,-73.95450633762438,40.68007287685616
BREVOORT ST,-73.82947554771239,40.705873289628244
BREWSTER ST,-74.07805070606918,40.63238492600336
BRIAN CRES,-73.78870345104444,40.7878474296847
BRIAR PL,-73.75791134247787,40.599102481067014
BRIARCLIFF RD,-74.07569738906788,40.59943907294928
BRICK CT,-74.24140467595946,40.53822685406917
BRICKTOWN WAY,-74.23117820322545,40.53049726451831
BRIDGE CT,-74.06618452452645,40.60663213076079
BRIDGE PARK DR,-74.00053955937862,40.693162400563715
BRIDGE ST,-73.93775065246115,40.71441019732542
BRIDGETON ST,-73.83642617603996,40.6645251976745
BRIDGETOWN ST,-74.15526432858591,40.58459252423746
BRIDGEWATER AVE,-73.71835763457878,40.754787230670836
BRIDGEWATER ST,-73.93635714440832,40.72747697694633
BRIELLE AVE,-74.12884204188889,40.59766447387723
BRIENNA CT,-74.23969678188418,40.53826318448004
BRIGGS AVE,-73.88992558567824,40.867759294298516
BRIGHAM ST,-73.93391911853453,40.59399248911399
BRIGHTON 1,-73.96612467434508,40.57810164956332
BRIGHTON 1 CT,-73.96614240554469,40.57839211860356
BRIGHTON 1 LN,-73.96622708824603,40.577172528388914
BRIGHTON 1 PATH,-73.9658963746357,40.57767490820766
BRIGHTON 1 PL,-73.96604456050397,40.57702695907829
BRIGHTON 1 RD,-73.96654473515612,40.57566928288227
BRIGHTON 1 ST,-73.96671655518148,40.57862575576452
BRIGHTON 1 TER,-73.96617853904469,40.57757596416108
BRIGHTON 10 CT,-73.95860477029431,40.581613516613615
BRIGHTON 10 LN,-73.95906481536434,40.580524689220546
BRIGHTON 10 PATH,-73.95877554635786,40.58121059366657
BRIGHTON 10 ST,-73.95835206092306,40.58056105649919
BRIGHTON 10 TER,-73.95889996148269,40.58087059169266
BRIGHTON 11 ST,-73.95744048713097,40.58041983732416
BRIGHTON 12 ST,-73.95658797507954,40.580071827186146
